Rating,Comments,Product Name,scores,type,compound,pos,neg
5,Dr.rajesh recommend me. This is a verry good product and i am certified . I give 5 star of this product.,omran 7120,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6597}",POS,0.6597,0.278,0.0
5,What a nice product. It is very useful. Its mesurment is also right,omran 7120,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7178}",POS,0.7178,0.375,0.0
5,"This is very useful to check the bp at our home itself, and the product is really good.",omran 7120,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.7496}",POS,0.7496,0.285,0.0
5,Nice product. Perfectly packed and delivered before expected date.,omran 7120,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.7906}",POS,0.7906,0.5,0.0
4,Just been a week. BUt my dad has been using this everyday. His readings for quite accurate and leeping him happy. Will recommend,omran 7120,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.8519}",POS,0.8519,0.293,0.0
4,The product is quite easy to use for my mother. The only drawback is that this set comes with a battery pack and adapter needs to be bought separately. It should ideally be bundled with the device itself to avoid higher costs as well as buying fake chargers,omran 7120,"{'neg': 0.096, 'neu': 0.758, 'pos': 0.146, 'compound': 0.4201}",POS,0.4201,0.146,0.096
2,"They were returning my product (reasoning address not found ) not even calling me for a single time. When I tracked them they made me travel several distance waited me for more than 1 hour to get the product.... My product , I took the trouble ,but I also noted the service of GoJava (Asansol).  I purchased several products.Even from snapdeal also .but never found such bitter experience like this.",omran 7120,"{'neg': 0.028, 'neu': 0.879, 'pos': 0.093, 'compound': 0.6595}",POS,0.6595,0.093,0.028
4,"Yes, Happy with the seller and the delivery. It will be good if the delivery persons contact number provided in the SMS that will be more help to us.",omran 7120,"{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.9117}",POS,0.9117,0.362,0.0
5,Good to use. easy .worth investing. easy to use,omran 7120,"{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.8625}",POS,0.8625,0.679,0.0
5,Good & useful machine. Help to diagnose my wife B. P,omran 7120,"{'neg': 0.0, 'neu': 0.414, 'pos': 0.586, 'compound': 0.8176}",POS,0.8176,0.586,0.0
5,Snapdeal service is very good. The product is worth for the cost.,omran 7120,"{'neg': 0.0, 'neu': 0.663, 'pos': 0.337, 'compound': 0.624}",POS,0.624,0.337,0.0
5,Great product overall good experience. The product works really great,omran 7120,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.908}",POS,0.908,0.619,0.0
5,"Good Product in good price, working fine, no other issues",omran 7120,"{'neg': 0.139, 'neu': 0.38, 'pos': 0.481, 'compound': 0.6597}",POS,0.6597,0.481,0.139
5,"Omron""s this model is most convenient. CompAted with other models available along with its price, I am happy with the product.",omran 7120,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5719}",POS,0.5719,0.163,0.0
4,"good , but accuracy  is not mentioned , best deal on snap deal",omran 7120,"{'neg': 0.294, 'neu': 0.581, 'pos': 0.126, 'compound': -0.5577}",NEG,-0.5577,0.126,0.294
4,It is working slightly  errors and anyway Nice product,omran 7120,"{'neg': 0.177, 'neu': 0.588, 'pos': 0.235, 'compound': 0.1761}",POS,0.1761,0.235,0.177
5,Excellent  product. Handling also very easy.,omran 7120,"{'neg': 0.0, 'neu': 0.367, 'pos': 0.633, 'compound': 0.7841}",POS,0.7841,0.633,0.0
5,"Very useful, working properly, totally paisa bassool.",omran 7120,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",POS,0.4927,0.347,0.0
4,Should have provided with rechargeable inbuilt battery,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,This machine is showing pressures good but we have to tie properly otherwise it will show u wrong info . But only drawback is battery . Quickly drop out the batteries,omran 7120,"{'neg': 0.246, 'neu': 0.698, 'pos': 0.057, 'compound': -0.7579}",NEG,-0.7579,0.057,0.246
3,Good for home use .... but not showing the correct reading always .... so so product ...,omran 7120,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.2382}",POS,0.2382,0.109,0.0
5,its a nice product with some +/- 5% error in reading but one can remove this error by taking average of 4-5 readings,omran 7120,"{'neg': 0.205, 'neu': 0.722, 'pos': 0.072, 'compound': -0.5423}",NEG,-0.5423,0.072,0.205
5,excellent product at low price.i buy it along with  adapter so no issue of drainig battery.,omran 7120,"{'neg': 0.229, 'neu': 0.6, 'pos': 0.171, 'compound': -0.0686}",NEG,-0.0686,0.171,0.229
4,Very nice product. Very satisfied after using it.,omran 7120,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.734}",POS,0.734,0.508,0.0
5,Good product with reasonable price. I used it personally then given to my parents. It gives accurate readings.,omran 7120,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",POS,0.4404,0.153,0.0
5,i am very much satisfied with this product as my parents is suffering from bp problem,omran 7120,"{'neg': 0.278, 'neu': 0.575, 'pos': 0.147, 'compound': -0.4062}",NEG,-0.4062,0.147,0.278
5,goooooood this item am very happy to sanpdeal oline shop,omran 7120,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.6115}",POS,0.6115,0.307,0.0
5,shows accurate meter for blood pressure,omran 7120,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",NEG,-0.296,0.0,0.306
4,Very compact ,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,It was my first purchase fm snapdeal.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,This BP instrument is quite good one. Measuring cuff should be a little bigger size 32 to 42 cm.,omran 7120,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4927}",POS,0.4927,0.158,0.0
4,easy to use. result is accurate. tested by my physician,omran 7120,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",POS,0.4404,0.244,0.0
4,Good one to have .no issues as of now .Perfect.,omran 7120,"{'neg': 0.168, 'neu': 0.611, 'pos': 0.221, 'compound': 0.1779}",POS,0.1779,0.221,0.168
5,really awesome product with wonderful price,omran 7120,"{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.8439}",POS,0.8439,0.669,0.0
4,"the bubble wrap shoud be wrapped on the actual product. not on the whole box.. because its a sensitive product.. otherwise product is genuine, a new unused. fully working, and snapdeal is rocking these days with there delivery time. they deliver in 48 hours apx. in punjab here,  but the blue dart guy denies delivering product in my home wich is 4 km from there office. i take my product from there office evry time..",omran 7120,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.5719}",NEG,-0.5719,0.0,0.05
4,Easy to use. Good battery life.  Accurate.,omran 7120,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7003}",POS,0.7003,0.537,0.0
5,It is really helpful & user friendly in our daily life.,omran 7120,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.762}",POS,0.762,0.45,0.0
5,"After purchasing from snap deal with a reasonable price, i found the instrument to be of good quality showing accurate reading.",omran 7120,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",POS,0.4404,0.139,0.0
5,"very nice ,and working very good as my wish",omran 7120,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.8396}",POS,0.8396,0.6,0.0
3,The product delivered on time and the quality is good. The price is much lower than the market price. Thnx snapdeal..,omran 7120,"{'neg': 0.091, 'neu': 0.788, 'pos': 0.12, 'compound': 0.1779}",POS,0.1779,0.12,0.091
5,"Low read is right deileviery is fast, and satisfactory",omran 7120,"{'neg': 0.181, 'neu': 0.603, 'pos': 0.216, 'compound': 0.1027}",POS,0.1027,0.216,0.181
5,"Really liked the product not bcoz it was cheap but bcoz it showed the perfect result.My mom is a hyper patient,so taking her for regular checkup was time consuming,this product saved me the time and gave accurate results.",omran 7120,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.8956}",POS,0.8956,0.241,0.0
4,The product is excellent in terms of what its supposed to do. Have been using for 3 months now and any very satisfied with it. The occasional error is present but that may be due to improper use. Battery life is excellent. Have not changed them since I bought this.,omran 7120,"{'neg': 0.033, 'neu': 0.796, 'pos': 0.171, 'compound': 0.8223}",POS,0.8223,0.171,0.033
4,"The product is working properly, and great discount by snapdeal,",omran 7120,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",POS,0.6249,0.313,0.0
5,Good machine for one in these days..easy to use I love this...,omran 7120,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.7964}",POS,0.7964,0.441,0.0
5,a good product,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,REaly Awosome Product...........,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,good one . must buy. very easy to use.but adapter wasn't gave,omran 7120,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7264}",POS,0.7264,0.404,0.0
5,Fast delivery was amazing. No room for any complaint.,omran 7120,"{'neg': 0.31, 'neu': 0.423, 'pos': 0.268, 'compound': 0.1027}",POS,0.1027,0.268,0.31
5,Nice product to daily users. in the open market this product is very mmuch cost.thanks to Snapdeal.,omran 7120,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.4215}",POS,0.4215,0.149,0.0
5,I was searching for a product like blood pressure machine sine last couple of years but ultimately I find it with a good price and good review. Snapdeal sent this product very fast at my home thanks to snapdeal,omran 7120,"{'neg': 0.036, 'neu': 0.668, 'pos': 0.296, 'compound': 0.9136}",POS,0.9136,0.296,0.036
5,"The first thing to say is the delivery from Snapdeal, just Awesome, Almost Next Day delivery, that too free of cost. Now, the Pressure Monitor.. Works fine, one thing, you should take 3 to 4 readings to get an estimate of your absolute pressure, because there is always a fluctuation of 4-5 units in every reading. Summing up, the shopping experience with Snapdeal is great. :D",omran 7120,"{'neg': 0.057, 'neu': 0.72, 'pos': 0.223, 'compound': 0.9317}",POS,0.9317,0.223,0.057
4,Delivery speed: Excellent,omran 7120,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",POS,0.5719,0.649,0.0
5,"Quality is good, fresh packing. Timely delivery,",omran 7120,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.6369}",POS,0.6369,0.51,0.0
4,delivered on time which is most appreciable easy to use and its show accurate reading,omran 7120,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.4902}",POS,0.4902,0.185,0.0
5,I like this product  because  it's very easy  to  check  hypertension  or hypotension  .it's very useful  for all my family,omran 7120,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.8354}",POS,0.8354,0.357,0.0
5,Product is good and works perfect at this price its certainly very good to buy.,omran 7120,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.8979}",POS,0.8979,0.52,0.0
5,"About one year ago I purchased this product for my own use(prior to the one more, recently purchased) and found it very much useful and the results are almost accurate, and hence I repeated the same for my friend.",omran 7120,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.749}",POS,0.749,0.154,0.0
4,Good Product for affordable price for instant check up and health control.,omran 7120,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",POS,0.4404,0.209,0.0
4,Yes I am happy with your product. I will recommended to others,omran 7120,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.802}",POS,0.802,0.539,0.0
5,Usually there is the concern whether the machine is calibrated right. This machine is perfect in its reading. Tried it on different people with different blood pressure readings and it was accuarte each time.,omran 7120,"{'neg': 0.058, 'neu': 0.844, 'pos': 0.098, 'compound': 0.3612}",POS,0.3612,0.098,0.058
5,Nice Product. Simple to use.  You can go ahead.,omran 7120,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.4215}",POS,0.4215,0.259,0.0
5,"I was always wondering what kind of product will i get if i order through e commerce site, the product packing was nice and it was delivered with easy to use manual, it takes just 2 minutes to set up and check the result, totally satisfied with product quality.",omran 7120,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.8313}",POS,0.8313,0.177,0.0
5,I like this product .nd I need all these products like this gud processing,omran 7120,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}",POS,0.6124,0.333,0.0
4,NICE AND USEFUL PRODUCT DELIVERED ON TIME IN PERFECT AND NEW CONDITION AT COMPETITIVE RATE. THANKYOU SNAPDEAL. KEEP IT UP. I PURCHASED MANY PRODUCTS FROM YOU ALL IN ABOVE CONDITION.,omran 7120,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8779}",POS,0.8779,0.307,0.0
5,i  purchase this for my  mom... working excellent ..... but not adapter u have to buy separately...,omran 7120,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.3291}",POS,0.3291,0.144,0.0
5,I it the right equipment for what we expect. The perfect match we received.,omran 7120,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5719}",POS,0.5719,0.236,0.0
4,good buy,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,This is the best digital bp apprattus we can buy.omron has the most accurate reading in this segment,omran 7120,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6369}",POS,0.6369,0.198,0.0
3,"Good device , but batter is getting drained very fast .",omran 7120,"{'neg': 0.266, 'neu': 0.574, 'pos': 0.16, 'compound': -0.3182}",NEG,-0.3182,0.16,0.266
4,the item works consistently....... easy to use.,omran 7120,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",POS,0.4404,0.326,0.0
4,"Overall good product for the price, reading is also almost correct (verified the reading with sphygmomanometer).",omran 7120,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}",POS,0.4404,0.162,0.0
5,better scervice  and they will help us to better health,omran 7120,"{'neg': 0.0, 'neu': 0.452, 'pos': 0.548, 'compound': 0.8176}",POS,0.8176,0.548,0.0
4,Nice product n delivery is on time. It has accuracy of around 90%.,omran 7120,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",POS,0.4215,0.203,0.0
5,Omron Hem-7120 Blood Presure Monitor is perfect and useful utility.,omran 7120,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.765}",POS,0.765,0.452,0.0
5,"i have been using this product perfectly, it has no complaints at all.  definitely pay for money",omran 7120,"{'neg': 0.26, 'neu': 0.455, 'pos': 0.285, 'compound': 0.3818}",POS,0.3818,0.285,0.26
5,Very nice produce and easy to use any vidy,omran 7120,"{'neg': 0.0, 'neu': 0.539, 'pos': 0.461, 'compound': 0.7178}",POS,0.7178,0.461,0.0
5,Product is good and can be used for preliminary checkup purpose,omran 7120,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",POS,0.4404,0.225,0.0
5,"So easily work, and anyone handle this, my mom use this machine without anybody help so thanks to snapdeal recommend for this omron hem 7120 blood pressure monitor",omran 7120,"{'neg': 0.122, 'neu': 0.632, 'pos': 0.245, 'compound': 0.668}",POS,0.668,0.245,0.122
5,"Except memory, if you follow the exact rules what is written on the book I think it is the beast BP monitor in this price. I used it last two weeks & I got +-2/3 deference hardly.",omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,It is working fine. Quality of product is also good. It is very utilitarian product for old age people,omran 7120,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5719}",POS,0.5719,0.217,0.0
5,Very useful and gud blood pressure reading machine. I recmmend to purachase by all.,omran 7120,"{'neg': 0.134, 'neu': 0.671, 'pos': 0.195, 'compound': 0.2484}",POS,0.2484,0.195,0.134
5,Omron Hem-7120 Blood Presure Monitor - good,omran 7120,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",POS,0.4404,0.367,0.0
4,"I received product from bluedart courier, Product was as usuable wrapped in snapdeal bag. Product is working well, Accuracy is also good, bt d cons is it dint provided d AC charger along with, bt provided 4 AA batteries along with product. My whole family tested der Blood Pressure with product. Working Good. Company make is from Japan, and all knows that japan is good in electonics.",omran 7120,"{'neg': 0.031, 'neu': 0.817, 'pos': 0.152, 'compound': 0.8225}",POS,0.8225,0.152,0.031
4,Good product.,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,Good I purchased 4 kit all kit was perfectly working I love the omron product,omran 7120,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.9062}",POS,0.9062,0.557,0.0
5,Omron Hem-7120 Blood Presure Monitor is delivered promptly and patiently.the a/c power gurd pin is also provided . it is very useful.snap deal is VERY GOOD DEAL,omran 7120,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.6867}",POS,0.6867,0.157,0.0
5,Like this snapdeal chief and best and quick delivery.,omran 7120,"{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.7717}",POS,0.7717,0.489,0.0
4,It is a good product and value for money,omran 7120,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.6486}",POS,0.6486,0.469,0.0
4,"can be used at homes, it serves it's purpose well, build quality is ok, comes with four battery included..",omran 7120,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}",POS,0.5106,0.202,0.0
4,Does not give accurate readings but still good and easy to use.,omran 7120,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.8271}",POS,0.8271,0.435,0.0
5,"Good product with genuine readings. Upper arm electronic bp monitors are better compared to wrist ones w.r.t readings. Since this is an electric bp monitor, I also compared its readings with normal mercury bp monitor and this electronic bp monitor gives near correct values with approx +/- 5. ",omran 7120,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.8176}",POS,0.8176,0.162,0.0
5,"Giving accurate measurements..........the product is jst superb.......cost less product and having more functions........dont miss it.......showing sys,dys & pulse rate......the screen size is too large.....easy to use.......",omran 7120,"{'neg': 0.069, 'neu': 0.843, 'pos': 0.088, 'compound': 0.1335}",POS,0.1335,0.088,0.069
5,works perfectly fine. Saves a lot of trouble with regard to doctors' visit,omran 7120,"{'neg': 0.153, 'neu': 0.508, 'pos': 0.339, 'compound': 0.5106}",POS,0.5106,0.339,0.153
4,"Good to have for family, you do not require to visit Dr's clinic for the check-up's",omran 7120,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}",POS,0.4404,0.162,0.0
5,product received in good condt and packing. Thank you,omran 7120,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.6597}",POS,0.6597,0.435,0.0
4,This is a very nice and useful product.  It measures blood pressure satisfactorily and  tallies with the manual measurement. I am happy enough purchasing the product. I received the product in good condition.,omran 7120,"{'neg': 0.053, 'neu': 0.576, 'pos': 0.371, 'compound': 0.9225}",POS,0.9225,0.371,0.053
4,Good for home use.Easy to measure and its fast too.,omran 7120,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",POS,0.4404,0.244,0.0
4,Very good product. it useful to all.++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,omran 7120,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.7264}",POS,0.7264,0.549,0.0
3,"The product received in  a card board box with the Omron box kept nicely inside without any damages. It works and shows the reading like 109/78, so not sure if it is showing accurately. It never showed closer to 120/80 when used on multiple times/users.",omran 7120,"{'neg': 0.045, 'neu': 0.799, 'pos': 0.156, 'compound': 0.6773}",POS,0.6773,0.156,0.045
4,"Product us Easy to use & delivered fast. I am satisfied in every front, be it product or delivery time..",omran 7120,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6908}",POS,0.6908,0.263,0.0
4,Simple and easy to operate for Senior citizens.  Arm strap fixing requires some time to get adjusted to. Bright and Bigger display. Been using for past 1 week for 2 people. ,omran 7120,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.7003}",POS,0.7003,0.177,0.0
5,Excellent Product from Omron And an excellent Service from Snapdeal.. Great going.. I loved the product its efficiency and its dependability.. ,omran 7120,"{'neg': 0.0, 'neu': 0.456, 'pos': 0.544, 'compound': 0.9578}",POS,0.9578,0.544,0.0
5,"This is a starting level but good durable device, usable for most of persons having cuff(band which wrapped around arm) size 32cm. For persons having healthier/fat back arms, they may purchase extra long 32-42cm cuff costing nearly 650-700/-.For a higher end model like 7203 and other 7200 series which features memory function, is hardly required. So go for this one.",omran 7120,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.7964}",POS,0.7964,0.113,0.0
5,This is a very good product in this price,omran 7120,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4927}",POS,0.4927,0.313,0.0
3,Product doesn't give perfect reading..but can be manage by 10 or 20 points give & take..This digital product is handy but can't beat the scale reading we generally have in hospitals.,omran 7120,"{'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.2498}",NEG,-0.2498,0.0,0.064
4,Good item.Very good service from Snapdeal.,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",POS,0.7003,0.592,0.0
5,Good quality and dilivery,omran 7120,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",POS,0.4404,0.492,0.0
5,Its a gud bp measuring machine,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Delighted is the word i will use here. I felt a need fir tbe Bp monitor as my parents have slightly higher BP and i wanted to have it checked on a weekly basis.,omran 7120,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.5106}",POS,0.5106,0.105,0.0
5,It is one of the thing should be in every home,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,I like this product. Because Omron is my family doctor.,omran 7120,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",POS,0.3612,0.238,0.0
4,Good but reading is not simller just again aplly,omran 7120,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.2382}",POS,0.2382,0.196,0.0
4,"It is useful, but I'm not sure the reading shows correct or not, I checked thrice continuously, three different readings I got, I took 3rd reading as accurate. But I am not sure it is correct, after two hrs checked my bp with manual apparatus, which shown less reading than this electronic monitor.",omran 7120,"{'neg': 0.092, 'neu': 0.871, 'pos': 0.037, 'compound': -0.4471}",NEG,-0.4471,0.037,0.092
4,Very much user friendly,omran 7120,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.5367}",POS,0.5367,0.536,0.0
5,WORKING PERFECT USING FROM LAST YEAR,omran 7120,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.5719}",POS,0.5719,0.425,0.0
5,Nice and easy to use I have purchased it for 2nd time first for my dad and now gifted to my bro.,omran 7120,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6908}",POS,0.6908,0.231,0.0
5,good product,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
4,Good,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",POS,0.4404,1.0,0.0
5,"Suberb,mind blowing, outstanding",omran 7120,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.6124}",POS,0.6124,0.667,0.0
4,Very good and Handy Device works well and very easy to use also,omran 7120,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.8169}",POS,0.8169,0.459,0.0
5,Excellent Product,omran 7120,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",POS,0.5719,0.787,0.0
5,shows almost accurate result,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,I had used the Omron BP monitor earlier as well and have been a fan since then. I purchased this one for my father who was looking for a good BP monitor and I readily suggested Omron as it offers the most reliable readings. Even doctors vouch for it.,omran 7120,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.743}",POS,0.743,0.151,0.0
5,Perfect Instrument helped to monitor BP level on day basis. While travelling also helps during journey to easy monitor the BP  fluctuations. -S.K. Singh,omran 7120,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.8481}",POS,0.8481,0.305,0.0
5,"It is perfect and i suggest in this fast and    rapid world everyone should have its,its perfect and no problem. I have brought for my aunty also..",omran 7120,"{'neg': 0.147, 'neu': 0.631, 'pos': 0.222, 'compound': 0.5423}",POS,0.5423,0.222,0.147
5,Accurate and fast.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,It was a useful product. My mom in law is facing an issue with BP.. shez having a high as well as low BP problem but through this machine she Is easily able to recognize. She can carry it with her wherever she goes.,omran 7120,"{'neg': 0.072, 'neu': 0.787, 'pos': 0.14, 'compound': 0.4939}",POS,0.4939,0.14,0.072
4,"I have not checked/compared with Doctor's Instrument but it is more or less accurate. Dont have memory for last few readings, Should have a carrying Bag.",omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Good.........................good.................................... ... .  .  ................................  .      . ..... .. .     .,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Overall a satisfactory product..,omran 7120,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",POS,0.3612,0.556,0.0
4,Good product.,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
4,Easy to use and handle. No more requirement of Physician for regular BP checkup.,omran 7120,"{'neg': 0.129, 'neu': 0.702, 'pos': 0.17, 'compound': 0.1779}",POS,0.1779,0.17,0.129
4,Good,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",POS,0.4404,1.0,0.0
4,Easy to use.,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
5,AFFORDABLE PRODUCT,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,I am perfectly satisfied with this product and Snap deal services and for my future purchase also i look forward to it,omran 7120,"{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.7906}",POS,0.7906,0.28,0.0
