Rating,Comments,Product Name,sentiment
2,"They were returning my product (reasoning address not found ) not even calling me for a single time. When I tracked them they made me travel several distance waited me for more than 1 hour to get the product.... My product , I took the trouble ,but I also noted the service of GoJava (Asansol).  I purchased several products.Even from snapdeal also .but never found such bitter experience like this.",omran 7120,"{'label': '5 stars', 'score': 0.9411252737045288}"
4,"Yes, Happy with the seller and the delivery. It will be good if the delivery persons contact number provided in the SMS that will be more help to us.",omran 7120,"{'label': '5 stars', 'score': 0.6347101330757141}"
5,Good to use. easy .worth investing. easy to use,omran 7120,"{'label': '5 stars', 'score': 0.957256019115448}"
5,Good & useful machine. Help to diagnose my wife B. P,omran 7120,"{'label': '4 stars', 'score': 0.46462538838386536}"
5,Snapdeal service is very good. The product is worth for the cost.,omran 7120,"{'label': '5 stars', 'score': 0.8653289675712585}"
5,Great product overall good experience. The product works really great,omran 7120,"{'label': '4 stars', 'score': 0.8003996014595032}"
5,"Good Product in good price, working fine, no other issues",omran 7120,"{'label': '5 stars', 'score': 0.802786111831665}"
5,"Omron""s this model is most convenient. CompAted with other models available along with its price, I am happy with the product.",omran 7120,"{'label': '5 stars', 'score': 0.8157968521118164}"
4,"good , but accuracy  is not mentioned , best deal on snap deal",omran 7120,"{'label': '5 stars', 'score': 0.9263345003128052}"
4,It is working slightly  errors and anyway Nice product,omran 7120,"{'label': '5 stars', 'score': 0.9573138356208801}"
5,Excellent  product. Handling also very easy.,omran 7120,"{'label': '5 stars', 'score': 0.9107995629310608}"
5,"Very useful, working properly, totally paisa bassool.",omran 7120,"{'label': '5 stars', 'score': 0.5893577933311462}"
4,Should have provided with rechargeable inbuilt battery,omran 7120,"{'label': '5 stars', 'score': 0.9199133515357971}"
4,This machine is showing pressures good but we have to tie properly otherwise it will show u wrong info . But only drawback is battery . Quickly drop out the batteries,omran 7120,"{'label': '5 stars', 'score': 0.6009531021118164}"
3,Good for home use .... but not showing the correct reading always .... so so product ...,omran 7120,"{'label': '5 stars', 'score': 0.8725664615631104}"
5,its a nice product with some +/- 5% error in reading but one can remove this error by taking average of 4-5 readings,omran 7120,"{'label': '5 stars', 'score': 0.7313709259033203}"
5,excellent product at low price.i buy it along with  adapter so no issue of drainig battery.,omran 7120,"{'label': '5 stars', 'score': 0.869074821472168}"
4,Very nice product. Very satisfied after using it.,omran 7120,"{'label': '5 stars', 'score': 0.7897396087646484}"
5,Good product with reasonable price. I used it personally then given to my parents. It gives accurate readings.,omran 7120,"{'label': '5 stars', 'score': 0.7012554407119751}"
5,i am very much satisfied with this product as my parents is suffering from bp problem,omran 7120,"{'label': '5 stars', 'score': 0.7259759306907654}"
5,goooooood this item am very happy to sanpdeal oline shop,omran 7120,"{'label': '5 stars', 'score': 0.6396054029464722}"
5,shows accurate meter for blood pressure,omran 7120,"{'label': '5 stars', 'score': 0.8869739174842834}"
4,Very compact ,omran 7120,"{'label': '5 stars', 'score': 0.9308938980102539}"
5,It was my first purchase fm snapdeal.,omran 7120,"{'label': '5 stars', 'score': 0.8210302591323853}"
5,This BP instrument is quite good one. Measuring cuff should be a little bigger size 32 to 42 cm.,omran 7120,"{'label': '5 stars', 'score': 0.5005269646644592}"
4,easy to use. result is accurate. tested by my physician,omran 7120,"{'label': '5 stars', 'score': 0.8909906148910522}"
4,Good one to have .no issues as of now .Perfect.,omran 7120,"{'label': '5 stars', 'score': 0.6840682029724121}"
5,really awesome product with wonderful price,omran 7120,"{'label': '5 stars', 'score': 0.8878464698791504}"
4,"the bubble wrap shoud be wrapped on the actual product. not on the whole box.. because its a sensitive product.. otherwise product is genuine, a new unused. fully working, and snapdeal is rocking these days with there delivery time. they deliver in 48 hours apx. in punjab here,  but the blue dart guy denies delivering product in my home wich is 4 km from there office. i take my product from there office evry time..",omran 7120,"{'label': '4 stars', 'score': 0.634917140007019}"
4,Easy to use. Good battery life.  Accurate.,omran 7120,"{'label': '5 stars', 'score': 0.7136556506156921}"
5,It is really helpful & user friendly in our daily life.,omran 7120,"{'label': '5 stars', 'score': 0.8284645676612854}"
5,"After purchasing from snap deal with a reasonable price, i found the instrument to be of good quality showing accurate reading.",omran 7120,"{'label': '5 stars', 'score': 0.9040836691856384}"
5,"very nice ,and working very good as my wish",omran 7120,"{'label': '5 stars', 'score': 0.4728430211544037}"
3,The product delivered on time and the quality is good. The price is much lower than the market price. Thnx snapdeal..,omran 7120,"{'label': '5 stars', 'score': 0.889619767665863}"
5,"Low read is right deileviery is fast, and satisfactory",omran 7120,"{'label': '5 stars', 'score': 0.9750857353210449}"
5,"Really liked the product not bcoz it was cheap but bcoz it showed the perfect result.My mom is a hyper patient,so taking her for regular checkup was time consuming,this product saved me the time and gave accurate results.",omran 7120,"{'label': '5 stars', 'score': 0.909152090549469}"
4,The product is excellent in terms of what its supposed to do. Have been using for 3 months now and any very satisfied with it. The occasional error is present but that may be due to improper use. Battery life is excellent. Have not changed them since I bought this.,omran 7120,"{'label': '5 stars', 'score': 0.8562414050102234}"
4,"The product is working properly, and great discount by snapdeal,",omran 7120,"{'label': '5 stars', 'score': 0.9042562246322632}"
5,Good machine for one in these days..easy to use I love this...,omran 7120,"{'label': '5 stars', 'score': 0.7386611104011536}"
5,a good product,omran 7120,"{'label': '4 stars', 'score': 0.5217599272727966}"
5,REaly Awosome Product...........,omran 7120,"{'label': '1 star', 'score': 0.6786519885063171}"
5,good one . must buy. very easy to use.but adapter wasn't gave,omran 7120,"{'label': '5 stars', 'score': 0.5410186052322388}"
5,Fast delivery was amazing. No room for any complaint.,omran 7120,"{'label': '5 stars', 'score': 0.8690333962440491}"
5,Nice product to daily users. in the open market this product is very mmuch cost.thanks to Snapdeal.,omran 7120,"{'label': '5 stars', 'score': 0.7695274949073792}"
5,I was searching for a product like blood pressure machine sine last couple of years but ultimately I find it with a good price and good review. Snapdeal sent this product very fast at my home thanks to snapdeal,omran 7120,"{'label': '5 stars', 'score': 0.724027693271637}"
5,"The first thing to say is the delivery from Snapdeal, just Awesome, Almost Next Day delivery, that too free of cost. Now, the Pressure Monitor.. Works fine, one thing, you should take 3 to 4 readings to get an estimate of your absolute pressure, because there is always a fluctuation of 4-5 units in every reading. Summing up, the shopping experience with Snapdeal is great. :D",omran 7120,"{'label': '5 stars', 'score': 0.7570735216140747}"
4,Delivery speed: Excellent,omran 7120,"{'label': '5 stars', 'score': 0.7295302152633667}"
5,"Quality is good, fresh packing. Timely delivery,",omran 7120,"{'label': '5 stars', 'score': 0.8361015915870667}"
4,delivered on time which is most appreciable easy to use and its show accurate reading,omran 7120,"{'label': '4 stars', 'score': 0.5538327097892761}"
5,I like this product  because  it's very easy  to  check  hypertension  or hypotension  .it's very useful  for all my family,omran 7120,"{'label': '4 stars', 'score': 0.5788386464118958}"
5,Product is good and works perfect at this price its certainly very good to buy.,omran 7120,"{'label': '5 stars', 'score': 0.9665419459342957}"
5,"About one year ago I purchased this product for my own use(prior to the one more, recently purchased) and found it very much useful and the results are almost accurate, and hence I repeated the same for my friend.",omran 7120,"{'label': '5 stars', 'score': 0.8925123810768127}"
4,Good Product for affordable price for instant check up and health control.,omran 7120,"{'label': '1 star', 'score': 0.3556601107120514}"
4,Yes I am happy with your product. I will recommended to others,omran 7120,"{'label': '5 stars', 'score': 0.7324731945991516}"
5,Usually there is the concern whether the machine is calibrated right. This machine is perfect in its reading. Tried it on different people with different blood pressure readings and it was accuarte each time.,omran 7120,"{'label': '5 stars', 'score': 0.7663722634315491}"
5,Nice Product. Simple to use.  You can go ahead.,omran 7120,"{'label': '5 stars', 'score': 0.8116811513900757}"
5,"I was always wondering what kind of product will i get if i order through e commerce site, the product packing was nice and it was delivered with easy to use manual, it takes just 2 minutes to set up and check the result, totally satisfied with product quality.",omran 7120,"{'label': '5 stars', 'score': 0.8006460666656494}"
5,I like this product .nd I need all these products like this gud processing,omran 7120,"{'label': '5 stars', 'score': 0.851570725440979}"
4,NICE AND USEFUL PRODUCT DELIVERED ON TIME IN PERFECT AND NEW CONDITION AT COMPETITIVE RATE. THANKYOU SNAPDEAL. KEEP IT UP. I PURCHASED MANY PRODUCTS FROM YOU ALL IN ABOVE CONDITION.,omran 7120,"{'label': '5 stars', 'score': 0.9092097282409668}"
5,i  purchase this for my  mom... working excellent ..... but not adapter u have to buy separately...,omran 7120,"{'label': '5 stars', 'score': 0.6441383957862854}"
5,I it the right equipment for what we expect. The perfect match we received.,omran 7120,"{'label': '5 stars', 'score': 0.8779781460762024}"
4,good buy,omran 7120,"{'label': '4 stars', 'score': 0.5419260859489441}"
5,This is the best digital bp apprattus we can buy.omron has the most accurate reading in this segment,omran 7120,"{'label': '5 stars', 'score': 0.9071469306945801}"
3,"Good device , but batter is getting drained very fast .",omran 7120,"{'label': '5 stars', 'score': 0.7084036469459534}"
4,the item works consistently....... easy to use.,omran 7120,"{'label': '5 stars', 'score': 0.6276103258132935}"
4,"Overall good product for the price, reading is also almost correct (verified the reading with sphygmomanometer).",omran 7120,"{'label': '5 stars', 'score': 0.5037801265716553}"
5,better scervice  and they will help us to better health,omran 7120,"{'label': '5 stars', 'score': 0.9029408097267151}"
4,Nice product n delivery is on time. It has accuracy of around 90%.,omran 7120,"{'label': '5 stars', 'score': 0.75313401222229}"
5,Omron Hem-7120 Blood Presure Monitor is perfect and useful utility.,omran 7120,"{'label': '5 stars', 'score': 0.8578460216522217}"
5,"i have been using this product perfectly, it has no complaints at all.  definitely pay for money",omran 7120,"{'label': '5 stars', 'score': 0.7125297784805298}"
5,Very nice produce and easy to use any vidy,omran 7120,"{'label': '5 stars', 'score': 0.9172794818878174}"
5,Product is good and can be used for preliminary checkup purpose,omran 7120,"{'label': '5 stars', 'score': 0.8489719033241272}"
5,"So easily work, and anyone handle this, my mom use this machine without anybody help so thanks to snapdeal recommend for this omron hem 7120 blood pressure monitor",omran 7120,"{'label': '5 stars', 'score': 0.679149866104126}"
5,"Except memory, if you follow the exact rules what is written on the book I think it is the beast BP monitor in this price. I used it last two weeks & I got +-2/3 deference hardly.",omran 7120,"{'label': '5 stars', 'score': 0.5516743063926697}"
5,It is working fine. Quality of product is also good. It is very utilitarian product for old age people,omran 7120,"{'label': '5 stars', 'score': 0.8711538910865784}"
5,Very useful and gud blood pressure reading machine. I recmmend to purachase by all.,omran 7120,"{'label': '5 stars', 'score': 0.7665756940841675}"
5,Omron Hem-7120 Blood Presure Monitor - good,omran 7120,"{'label': '5 stars', 'score': 0.9262574315071106}"
4,"I received product from bluedart courier, Product was as usuable wrapped in snapdeal bag. Product is working well, Accuracy is also good, bt d cons is it dint provided d AC charger along with, bt provided 4 AA batteries along with product. My whole family tested der Blood Pressure with product. Working Good. Company make is from Japan, and all knows that japan is good in electonics.",omran 7120,"{'label': '4 stars', 'score': 0.5334913730621338}"
4,Good product.,omran 7120,"{'label': '5 stars', 'score': 0.8601710796356201}"
5,Good I purchased 4 kit all kit was perfectly working I love the omron product,omran 7120,"{'label': '3 stars', 'score': 0.40194082260131836}"
5,Omron Hem-7120 Blood Presure Monitor is delivered promptly and patiently.the a/c power gurd pin is also provided . it is very useful.snap deal is VERY GOOD DEAL,omran 7120,"{'label': '5 stars', 'score': 0.7932948470115662}"
5,Like this snapdeal chief and best and quick delivery.,omran 7120,"{'label': '5 stars', 'score': 0.8035972714424133}"
4,It is a good product and value for money,omran 7120,"{'label': '5 stars', 'score': 0.5726029276847839}"
4,"can be used at homes, it serves it's purpose well, build quality is ok, comes with four battery included..",omran 7120,"{'label': '5 stars', 'score': 0.8602377772331238}"
4,Does not give accurate readings but still good and easy to use.,omran 7120,"{'label': '5 stars', 'score': 0.8970879316329956}"
5,"Good product with genuine readings. Upper arm electronic bp monitors are better compared to wrist ones w.r.t readings. Since this is an electric bp monitor, I also compared its readings with normal mercury bp monitor and this electronic bp monitor gives near correct values with approx +/- 5. ",omran 7120,"{'label': '5 stars', 'score': 0.6806004047393799}"
5,"Giving accurate measurements..........the product is jst superb.......cost less product and having more functions........dont miss it.......showing sys,dys & pulse rate......the screen size is too large.....easy to use.......",omran 7120,"{'label': '4 stars', 'score': 0.46764862537384033}"
5,works perfectly fine. Saves a lot of trouble with regard to doctors' visit,omran 7120,"{'label': '3 stars', 'score': 0.5512869954109192}"
4,"Good to have for family, you do not require to visit Dr's clinic for the check-up's",omran 7120,"{'label': '5 stars', 'score': 0.8831287622451782}"
5,product received in good condt and packing. Thank you,omran 7120,"{'label': '5 stars', 'score': 0.9220737218856812}"
4,This is a very nice and useful product.  It measures blood pressure satisfactorily and  tallies with the manual measurement. I am happy enough purchasing the product. I received the product in good condition.,omran 7120,"{'label': '5 stars', 'score': 0.9012011289596558}"
4,Good for home use.Easy to measure and its fast too.,omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
4,Very good product. it useful to all.++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++,omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
3,"The product received in  a card board box with the Omron box kept nicely inside without any damages. It works and shows the reading like 109/78, so not sure if it is showing accurately. It never showed closer to 120/80 when used on multiple times/users.",omran 7120,"{'label': '5 stars', 'score': 0.25926366448402405}"
4,"Product us Easy to use & delivered fast. I am satisfied in every front, be it product or delivery time..",omran 7120,"{'label': '5 stars', 'score': 0.6892122626304626}"
4,Simple and easy to operate for Senior citizens.  Arm strap fixing requires some time to get adjusted to. Bright and Bigger display. Been using for past 1 week for 2 people. ,omran 7120,"{'label': '5 stars', 'score': 0.8954282999038696}"
5,Excellent Product from Omron And an excellent Service from Snapdeal.. Great going.. I loved the product its efficiency and its dependability.. ,omran 7120,"{'label': '5 stars', 'score': 0.5377916693687439}"
5,"This is a starting level but good durable device, usable for most of persons having cuff(band which wrapped around arm) size 32cm. For persons having healthier/fat back arms, they may purchase extra long 32-42cm cuff costing nearly 650-700/-.For a higher end model like 7203 and other 7200 series which features memory function, is hardly required. So go for this one.",omran 7120,"{'label': '5 stars', 'score': 0.7911628484725952}"
5,This is a very good product in this price,omran 7120,"{'label': '5 stars', 'score': 0.6803712844848633}"
3,Product doesn't give perfect reading..but can be manage by 10 or 20 points give & take..This digital product is handy but can't beat the scale reading we generally have in hospitals.,omran 7120,"{'label': '5 stars', 'score': 0.9019746780395508}"
4,Good item.Very good service from Snapdeal.,omran 7120,"{'label': '5 stars', 'score': 0.8678597211837769}"
5,Good quality and dilivery,omran 7120,"{'label': '5 stars', 'score': 0.9060471057891846}"
5,Its a gud bp measuring machine,omran 7120,"{'label': '5 stars', 'score': 0.6773492097854614}"
5,Delighted is the word i will use here. I felt a need fir tbe Bp monitor as my parents have slightly higher BP and i wanted to have it checked on a weekly basis.,omran 7120,"{'label': '4 stars', 'score': 0.5776498317718506}"
5,It is one of the thing should be in every home,omran 7120,"{'label': '4 stars', 'score': 0.6089008450508118}"
5,I like this product. Because Omron is my family doctor.,omran 7120,"{'label': '5 stars', 'score': 0.6775038838386536}"
4,Good but reading is not simller just again aplly,omran 7120,"{'label': '5 stars', 'score': 0.4109845459461212}"
4,"It is useful, but I'm not sure the reading shows correct or not, I checked thrice continuously, three different readings I got, I took 3rd reading as accurate. But I am not sure it is correct, after two hrs checked my bp with manual apparatus, which shown less reading than this electronic monitor.",omran 7120,"{'label': '5 stars', 'score': 0.9170122742652893}"
4,Very much user friendly,omran 7120,"{'label': '4 stars', 'score': 0.48295801877975464}"
5,WORKING PERFECT USING FROM LAST YEAR,omran 7120,"{'label': '5 stars', 'score': 0.8362024426460266}"
5,Nice and easy to use I have purchased it for 2nd time first for my dad and now gifted to my bro.,omran 7120,"{'label': '5 stars', 'score': 0.8594745993614197}"
5,good product,omran 7120,"{'label': '5 stars', 'score': 0.742656409740448}"
4,Good,omran 7120,"{'label': '5 stars', 'score': 0.8957791328430176}"
5,"Suberb,mind blowing, outstanding",omran 7120,"{'label': '5 stars', 'score': 0.9159386157989502}"
4,Very good and Handy Device works well and very easy to use also,omran 7120,"{'label': '5 stars', 'score': 0.9342551827430725}"
5,Excellent Product,omran 7120,"{'label': '5 stars', 'score': 0.9539818167686462}"
5,shows almost accurate result,omran 7120,"{'label': '5 stars', 'score': 0.36014536023139954}"
5,I had used the Omron BP monitor earlier as well and have been a fan since then. I purchased this one for my father who was looking for a good BP monitor and I readily suggested Omron as it offers the most reliable readings. Even doctors vouch for it.,omran 7120,"{'label': '5 stars', 'score': 0.9170127511024475}"
5,Perfect Instrument helped to monitor BP level on day basis. While travelling also helps during journey to easy monitor the BP  fluctuations. -S.K. Singh,omran 7120,"{'label': '5 stars', 'score': 0.9064934849739075}"
5,"It is perfect and i suggest in this fast and    rapid world everyone should have its,its perfect and no problem. I have brought for my aunty also..",omran 7120,"{'label': '5 stars', 'score': 0.9507879614830017}"
5,Accurate and fast.,omran 7120,"{'label': '5 stars', 'score': 0.8689379692077637}"
5,It was a useful product. My mom in law is facing an issue with BP.. shez having a high as well as low BP problem but through this machine she Is easily able to recognize. She can carry it with her wherever she goes.,omran 7120,"{'label': '5 stars', 'score': 0.5734727382659912}"
4,"I have not checked/compared with Doctor's Instrument but it is more or less accurate. Dont have memory for last few readings, Should have a carrying Bag.",omran 7120,"{'label': '4 stars', 'score': 0.3347106873989105}"
5,Good.........................good.................................... ... .  .  ................................  .      . ..... .. .     .,omran 7120,"{'label': '5 stars', 'score': 0.5751680731773376}"
4,Overall a satisfactory product..,omran 7120,"{'label': '4 stars', 'score': 0.6042490005493164}"
4,Good product.,omran 7120,"{'label': '5 stars', 'score': 0.6803712844848633}"
4,Easy to use and handle. No more requirement of Physician for regular BP checkup.,omran 7120,"{'label': '5 stars', 'score': 0.8690763115882874}"
4,Good,omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
4,Easy to use.,omran 7120,"{'label': '5 stars', 'score': 0.8547816276550293}"
5,AFFORDABLE PRODUCT,omran 7120,"{'label': '5 stars', 'score': 0.7908214926719666}"
5,I am perfectly satisfied with this product and Snap deal services and for my future purchase also i look forward to it,omran 7120,"{'label': '5 stars', 'score': 0.9439380764961243}"
4,"Good Stuff, amazing price.",omran 7120,"{'label': '5 stars', 'score': 0.8661145567893982}"
5,Good and easy to use. Almost perfect reading.,omran 7120,"{'label': '5 stars', 'score': 0.7405471205711365}"
5,"Awesome product, easy to use from a very known brand in the market, it is very easy to operate and people who have very less knowledge about this machine too can learn in few hours. Also nowadays hospitals too are using this machine, so people are getting easily acquainted to the monitor.",omran 7120,"{'label': '5 stars', 'score': 0.9513959884643555}"
5,Works great.  No issues since last 3 months.,omran 7120,"{'label': '5 stars', 'score': 0.8665030002593994}"
5,This BP macine is good machine to check BP&pulse rate.,omran 7120,"{'label': '5 stars', 'score': 0.6772340536117554}"
4,Product is average  because  sometime it gives different reading so I confused.,omran 7120,"{'label': '3 stars', 'score': 0.7896270155906677}"
5,Its a good reliable product from a reputed company. The only issue was that the arm band didnt quite fit my mom-in-law as she is very obese...but for most people with average weight it is a great product,omran 7120,"{'label': '4 stars', 'score': 0.7369319200515747}"
4,"Avery Good product nice to handle .easy to use and check ,very gud for sugar people",omran 7120,"{'label': '5 stars', 'score': 0.7389054894447327}"
5,best price nd good prodcut............. :),omran 7120,"{'label': '5 stars', 'score': 0.9104614853858948}"
5,very userfriendly and easy to use,omran 7120,"{'label': '5 stars', 'score': 0.9045723676681519}"
4,Nice product. Shows accurate results matching with manual spigmo manometers. Very helpful.,omran 7120,"{'label': '5 stars', 'score': 0.8322864174842834}"
5,delievery very fast on the next day itself. Product is very good as reading seems to be accurate as compared with the manual.Recommended for buying for daily use.,omran 7120,"{'label': '5 stars', 'score': 0.7882354259490967}"
5,Please buy this,omran 7120,"{'label': '5 stars', 'score': 0.6528865098953247}"
5,A VERY RELIABLE AT A VERY COMPETETIVE RATE,omran 7120,"{'label': '5 stars', 'score': 0.9110759496688843}"
5,nice product its help in my family health monitoring,omran 7120,"{'label': '5 stars', 'score': 0.6831042170524597}"
4,Overall a good product. The reading is mostly accurate (not always) but I guess it gives accurate reading if the hand is held straight and in proper position. I was neither impressed nor dissapointed.,omran 7120,"{'label': '4 stars', 'score': 0.7474788427352905}"
5,I got this for my Dad as he was having some issues with pressure and as he is from a village it was difficult to get it checked always. He was able to learn to use it within one day and now he is able to keep a tab on his pressure. The Display is pretty large for old people and they are all able to read it very clearly. The memory function is a bit complex but overall a great product if someone in your family need to check BP frequently. Recommended for parents and very easy to carry and store also.,omran 7120,"{'label': '5 stars', 'score': 0.6805799603462219}"
5,It works very well and shows correct reading. The only thing it apply bit more preseeure and it pain some time,omran 7120,"{'label': '4 stars', 'score': 0.5318723917007446}"
5,"best product, very easy to use",omran 7120,"{'label': '5 stars', 'score': 0.9710355401039124}"
4,Product is good. I am using this for my mom since last six month. Only flip side is battery consumption is high.,omran 7120,"{'label': '5 stars', 'score': 0.5308228135108948}"
4,"When ever you purchase the B P Monitor device see the Cuff size, whether your requirement is suitable with the Cuff available with the device.",omran 7120,"{'label': '1 star', 'score': 0.3249492645263672}"
5,Its a very good product and also SD is cheaper than other sites.,omran 7120,"{'label': '5 stars', 'score': 0.8351399302482605}"
5,I got this deal at very reasonable price on snapdeal. The package is awesome and quality of mater comes with brand and its value. lovely gift article.,omran 7120,"{'label': '5 stars', 'score': 0.9184549450874329}"
5,Nic ..Awsome,omran 7120,"{'label': '5 stars', 'score': 0.5094957947731018}"
5,I am very satisfied with the product quality and snap deal service.. I will use snap deal for all my future orders. Already ordered few more products from snap deal. ,omran 7120,"{'label': '5 stars', 'score': 0.859825611114502}"
3,Working fine.. But I am not sure about the accuracy. Sometimes two consecutive readings have significant differences.,omran 7120,"{'label': '3 stars', 'score': 0.4966670870780945}"
4,EASY TO MEASURE,omran 7120,"{'label': '5 stars', 'score': 0.8380576968193054}"
5,This is my first product in health care I bought and I am very impressed by the product ..best thing I liked is the accuracy which it shows ..I tried again by checking the product its quiet accurate ..best value for my money ..and omron is a very good brand ..I reccomend all to buy the product for parents and for older people .cheers,omran 7120,"{'label': '5 stars', 'score': 0.9002404808998108}"
5,Perfect,omran 7120,"{'label': '5 stars', 'score': 0.9556602835655212}"
5,Got the product with a very reasonable price and delivered it perfectly.,omran 7120,"{'label': '5 stars', 'score': 0.9439861178398132}"
4,Expected Results.,omran 7120,"{'label': '5 stars', 'score': 0.498927503824234}"
4,good product,omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
5,If any one have BP related issues I personally recommend this product. ,omran 7120,"{'label': '5 stars', 'score': 0.7761830687522888}"
5,This is the first time i purchased this product and it is remarkable and extroordinary.,omran 7120,"{'label': '5 stars', 'score': 0.9595885276794434}"
3,Nice For The Cost!,omran 7120,"{'label': '5 stars', 'score': 0.5970658659934998}"
5,very very useful,omran 7120,"{'label': '5 stars', 'score': 0.9078778624534607}"
5,Good at all way,omran 7120,"{'label': '5 stars', 'score': 0.6350974440574646}"
4,THE PRODUCT IS VERY GOOD.  THE ACCURACY IS UPTO THE MARK.  IT WAS A GOOD DECISION TO BUY THE PRODUCT THROUGH SNAPDEAL.  LOOKING FORWARD TO MORE SHOPPING ON SNAPDEAL,omran 7120,"{'label': '5 stars', 'score': 0.6417338252067566}"
4,"This product is good, nice quality, fast response.",omran 7120,"{'label': '5 stars', 'score': 0.820160984992981}"
5,Having Bp monitor quit easy to check when ever need the omron is the best when it comes to results it's quit close to accurate rate.,omran 7120,"{'label': '5 stars', 'score': 0.5820713639259338}"
5,by far this is the best blood pressure monitor that i have used...,omran 7120,"{'label': '5 stars', 'score': 0.9396455883979797}"
5,good,omran 7120,"{'label': '5 stars', 'score': 0.5337613821029663}"
5,"Ultimate Blood pressure monitor at a very much affordable price from Omron. I bought it for my personal use, and found it very much useful and price-worthy product. It's single button handling is quite impressive. Also the readings are accurate to the conventional mercury machine.",omran 7120,"{'label': '5 stars', 'score': 0.9456104040145874}"
5,Easy to use. Very handy. And quick response..!,omran 7120,"{'label': '5 stars', 'score': 0.9441701173782349}"
4,Good and valuable product ...,omran 7120,"{'label': '5 stars', 'score': 0.860453188419342}"
4,I actually have two of those in my household. Both of them are running fantastically and are in a good condition.,omran 7120,"{'label': '5 stars', 'score': 0.8912909030914307}"
5,"I got Omron Hem-7120 by snapdeal, its results very accurate same as Manual BP monitor.... I Like it and recommend to all.. Thanks Snapdeal.",omran 7120,"{'label': '5 stars', 'score': 0.8560742139816284}"
4,well i purchased omeron digital bp moniter from snapdeal. which was delivered to me in 3 days . procuct was so nice and easy to use but it shows bp 10 mm less than conventional mercury bp instrument.,omran 7120,"{'label': '5 stars', 'score': 0.6138256192207336}"
4,Great,omran 7120,"{'label': '5 stars', 'score': 0.8837034702301025}"
3,its easy to use and gives fairly accurate results..,omran 7120,"{'label': '5 stars', 'score': 0.7563340067863464}"
5,its very easy to use,omran 7120,"{'label': '5 stars', 'score': 0.8647305965423584}"
4,i purchased this.nice product also esay to use,omran 7120,"{'label': '5 stars', 'score': 0.7975310683250427}"
5,WORKING GOOD,omran 7120,"{'label': '5 stars', 'score': 0.5958181023597717}"
5,"This is my second purchase. I gifted this to one of my relatives. I am using it since long for my mother every alternate day. Battery last long. It was recommended by very much experienced MD physician. It is very easy to use. Accuracy is great. If you need, just go for it with close eyes.",omran 7120,"{'label': '5 stars', 'score': 0.9228739738464355}"
3,The readings are not accurate as compared to manual BP measuring instrument,omran 7120,"{'label': '2 stars', 'score': 0.394471675157547}"
4,Good for home use. Worth value of money. Snapdeal is the best.,omran 7120,"{'label': '5 stars', 'score': 0.8838412761688232}"
5,It is a good product. Easy to handle.,omran 7120,"{'label': '5 stars', 'score': 0.716415524482727}"
5,"Awesome product at this price, it given accurate reading just same as manual BP app, when I have done a comparison.",omran 7120,"{'label': '5 stars', 'score': 0.9207369685173035}"
4,"Don't think a second thought, just go for it and buy now, while using this product pls read manual otherwise you will get wrong results",omran 7120,"{'label': '5 stars', 'score': 0.7113307118415833}"
5,"The product is very good. it's helping us to keep a close watch on bp , according to that we take actions.it's a good buy.",omran 7120,"{'label': '5 stars', 'score': 0.7919932007789612}"
5,"I search and compare most of Blood presure monitor but i found this is a good one , Low price with all feature , Go for it Blindly.",omran 7120,"{'label': '5 stars', 'score': 0.4927597641944885}"
4,"Got this BP machine for my dad and its been 2 weeks. I cannot guarantee for its accuracy, as i havent cross checked the readings in any lab/clinic. But the subsequent readings dont fluctuate with more than +-3. Seems ok. Its easy to use. So as of now am happy in gifting this product.",omran 7120,"{'label': '5 stars', 'score': 0.4664531648159027}"
5,The best BP checker in very reasonable price with lots of great features.,omran 7120,"{'label': '5 stars', 'score': 0.7150606513023376}"
4,this is very helpful and reliable in any case.,omran 7120,"{'label': '5 stars', 'score': 0.8515744805335999}"
5,"The product was of genuine quality and the best part was really sick delivery. The product was delivered within 24 hours, I'm quite impressed",omran 7120,"{'label': '5 stars', 'score': 0.5968180894851685}"
4,Only drawback need to replace batteries. This doesn't come with rechargeable battery.,omran 7120,"{'label': '5 stars', 'score': 0.9126462340354919}"
5,"Bought it for my father, It works well.",omran 7120,"{'label': '5 stars', 'score': 0.9107069969177246}"
5,"Works as described, no issues so far. Comes with 4 batteries included.",omran 7120,"{'label': '5 stars', 'score': 0.7444847822189331}"
4,comparting to retail medikit shop rate it is quite cheaper and easy procedure to buy the product with confidence,omran 7120,"{'label': '5 stars', 'score': 0.6470439434051514}"
5,I purchased this fot my relative whose BP has started fluctuating very much suddenly.it was important for me to get it as early as possible.it was delivered a dayahead of assured date.assured date itself very short.,omran 7120,"{'label': '5 stars', 'score': 0.9578281044960022}"
4,easy to operate and handling home use product,omran 7120,"{'label': '5 stars', 'score': 0.6685405373573303}"
