Product_Review,predicted_gpt35
"Rating: 5, Comments: it is as good as a laymen  can also measure his/her BP.
without much knowledge about BP

it is batter to invest 1000 rs before your hypertension kill all your organ before even your    diagnosis sets.",negative
"Rating: 4, Comments: Good product easy to use working fine.gives nearby accurate readings",positive
"Rating: 5, Comments: This product is very easy to use and gives nearly accurate readings. Found snapdeal price as best price.",positive
"Rating: 5, Comments: just go for it dnt think more...........",positive
"Rating: 5, Comments: Best price & best quality Omron blood pressure machine is best quality machine. I trust.",positive
"Rating: 5, Comments: Great Product. Would be even more better if adapter was provided in the package.",positive
"Rating: 5, Comments: Product was good.nd it was very good deal.i m satisfied with the product.",positive
"Rating: 5, Comments: Good product. Easy to use. Must to have one if you are 50 +",positive
"Rating: 5, Comments: I always felt need of a BP monitor as its quite troublesome to visit a doctor everytime I wanted my bp to be measured. Now with omron life is under control.",positive
"Rating: 4, Comments: optimally working not excellent but good",positive
"Rating: 4, Comments: This product is Working well and i am very happy with it",positive
"Rating: 4, Comments: Its a V.good product. but the only problem is to get the correct result you have to take atleast 3 reading else the product is perfect.",negative
"Rating: 5, Comments: Great product. Very simple to use and reading also seems accurate. I like it and recommending to others.",positive
"Rating: 5, Comments: Good product. Ensure the batteries (4 AA batteries are needed) are not end of life. Use Duracell or similar heavy duty batteries. Awesome service from Snapdeal. Received the product within 36 hours of placing the order.",positive
"Rating: 4, Comments: One of the best health care product in the market it is very useful to every BP patients check the BP on your own and control your BP ratio",positive
"Rating: 5, Comments: Very good working..product quality is good..price good.thank you snapdeal for giving us good products..i really tell one thing snapdeal is best online shopping website",positive
"Rating: 5, Comments: I am very happy to get a brand new product. Its working wonderfully.",positive
"Rating: 5, Comments: I have purchased second one for my friend it is best in quality
And working nicely",positive
"Rating: 5, Comments: Its a good product with cheap cost. I recommand it",positive
"Rating: 3, Comments: Working fine. But dont know the reading are correct",negative
"Rating: 5, Comments: Good Product, easy to use the product, I will refer my friends to buy",positive
"Rating: 5, Comments: Calculating properly and good instrument for routine checkup.",positive
"Rating: 4, Comments: Good product and received in good condition with nicely packed.",positive
"Rating: 4, Comments: Works best in electricity instead of battery. Suggest everyone to buy an adapter with it.",positive
"Rating: 5, Comments: The seller service is very good and I am very happy with the product thanks to snapdeal.",positive
"Rating: 5, Comments: Worth buying on snap deal !! Others are just waste!",positive
"Rating: 5, Comments: I am very satisfied this product and especially delivery was very good . its very cheap comparative other ecommerce sites like flipkart and paytm.",positive
"Rating: 5, Comments: Price is very less. I am happy
With the product",positive
"Rating: 5, Comments: Omran hem_7120 blood pressure monitor is original and good product. thank you for Snape deal",positive
"Rating: 5, Comments: I have booked it for my mom, it is a very useful, handy, user friendly product, especially for the serior members of the home, you can keep a close track of ur BP level with the help of it. It is absolutely value for money.",positive
"Rating: 4, Comments: Correct reading..easy to use..light weight..And nice packing by snapdeal & like delivery time",positive
"Rating: 4, Comments: This product in par to the market price, but for those wish to buy it form home it is a good chance to buy from here.   The product is good and works perfectly.",positive
"Rating: 5, Comments: Good deal,value for money.Delivered in time .",positive
"Rating: 5, Comments: Good product . and service is also good .your services reached at the rural place in India",positive
"Rating: 5, Comments: Good & Handy, a very simple product to evaluate your Blood pressure on a day to day basis",positive
"Rating: 5, Comments: I had been looling for some thing that easy to operate so that every body at home can use it. upon searching of net at various oline store I found maximum no of people has bought this perticular model and that to very latest. so choose this and found lowest rate on Snap deal. regarding use it is very simple just wear it and only one puch, it works and give reading second push offs it. very simple. I also bought adaptor for it so that I do not need to run for  4 AAA size battory. Just go for it!...",positive
"Rating: 5, Comments: Dr.rajesh recommend me. This is a verry good product and i am certified . I give 5 star of this product.",positive
"Rating: 5, Comments: What a nice product. It is very useful. Its mesurment is also right",positive
"Rating: 5, Comments: This is very useful to check the bp at our home itself, and the product is really good.",positive
"Rating: 5, Comments: Nice product. Perfectly packed and delivered before expected date.",positive
"Rating: 4, Comments: Just been a week. BUt my dad has been using this everyday. His readings for quite accurate and leeping him happy. Will recommend",positive
"Rating: 4, Comments: The product is quite easy to use for my mother. The only drawback is that this set comes with a battery pack and adapter needs to be bought separately. It should ideally be bundled with the device itself to avoid higher costs as well as buying fake chargers",negative
"Rating: 2, Comments: They were returning my product (reasoning address not found ) not even calling me for a single time. When I tracked them they made me travel several distance waited me for more than 1 hour to get the product.... My product , I took the trouble ,but I also noted the service of GoJava (Asansol).  I purchased several products.Even from snapdeal also .but never found such bitter experience like this.",negative
"Rating: 4, Comments: Yes, Happy with the seller and the delivery. It will be good if the delivery persons contact number provided in the SMS that will be more help to us.",positive
"Rating: 5, Comments: Good to use. easy .worth investing. easy to use",positive
"Rating: 5, Comments: Good & useful machine. Help to diagnose my wife B. P",positive
"Rating: 5, Comments: Snapdeal service is very good. The product is worth for the cost.",positive
"Rating: 5, Comments: Great product overall good experience. The product works really great",positive
"Rating: 5, Comments: Good Product in good price, working fine, no other issues",positive
"Rating: 5, Comments: Omron""s this model is most convenient. CompAted with other models available along with its price, I am happy with the product.",positive
"Rating: 4, Comments: good , but accuracy  is not mentioned , best deal on snap deal",positive
"Rating: 4, Comments: It is working slightly  errors and anyway Nice product",positive
"Rating: 5, Comments: Excellent  product. Handling also very easy.",positive
"Rating: 5, Comments: Very useful, working properly, totally paisa bassool.",positive
"Rating: 4, Comments: Should have provided with rechargeable inbuilt battery",negative
"Rating: 4, Comments: This machine is showing pressures good but we have to tie properly otherwise it will show u wrong info . But only drawback is battery . Quickly drop out the batteries",negative
"Rating: 3, Comments: Good for home use .... but not showing the correct reading always .... so so product ...",negative
"Rating: 5, Comments: its a nice product with some +/- 5% error in reading but one can remove this error by taking average of 4-5 readings",positive
"Rating: 5, Comments: excellent product at low price.i buy it along with  adapter so no issue of drainig battery.",positive
"Rating: 4, Comments: Very nice product. Very satisfied after using it.",positive
"Rating: 5, Comments: Good product with reasonable price. I used it personally then given to my parents. It gives accurate readings.",positive
"Rating: 5, Comments: i am very much satisfied with this product as my parents is suffering from bp problem",positive
"Rating: 5, Comments: goooooood this item am very happy to sanpdeal oline shop",positive
"Rating: 5, Comments: shows accurate meter for blood pressure
omron 7120 is best option and low price",positive
"Rating: 4, Comments: Very compact 
Good looking 
Worth for the cost",positive
"Rating: 5, Comments: It was my first purchase fm snapdeal.
and am delighted to see the speedy delivery . product is good as of now working.

cheers",positive
"Rating: 5, Comments: This BP instrument is quite good one. Measuring cuff should be a little bigger size 32 to 42 cm.",positive
"Rating: 4, Comments: easy to use. result is accurate. tested by my physician",positive
"Rating: 4, Comments: Good one to have .no issues as of now .Perfect.",positive
"Rating: 5, Comments: really awesome product with wonderful price",positive
"Rating: 4, Comments: the bubble wrap shoud be wrapped on the actual product. not on the whole box.. because its a sensitive product.. otherwise product is genuine, a new unused. fully working, and snapdeal is rocking these days with there delivery time. they deliver in 48 hours apx. in punjab here,  but the blue dart guy denies delivering product in my home wich is 4 km from there office. i take my product from there office evry time..",positive
"Rating: 4, Comments: Easy to use. Good battery life.  Accurate.",positive
"Rating: 5, Comments: It is really helpful & user friendly in our daily life.",positive
"Rating: 5, Comments: After purchasing from snap deal with a reasonable price, i found the instrument to be of good quality showing accurate reading.",positive
"Rating: 5, Comments: very nice ,and working very good as my wish",positive
"Rating: 3, Comments: The product delivered on time and the quality is good. The price is much lower than the market price. Thnx snapdeal..",positive
"Rating: 5, Comments: Low read is right deileviery is fast, and satisfactory",positive
"Rating: 5, Comments: Really liked the product not bcoz it was cheap but bcoz it showed the perfect result.My mom is a hyper patient,so taking her for regular checkup was time consuming,this product saved me the time and gave accurate results.",positive
"Rating: 4, Comments: The product is excellent in terms of what its supposed to do. Have been using for 3 months now and any very satisfied with it. The occasional error is present but that may be due to improper use. Battery life is excellent. Have not changed them since I bought this.",positive
"Rating: 4, Comments: The product is working properly, and great discount by snapdeal,
but one thing is that the packing was in open condition inside, 
so that the seller should send the product with proper packing without tearing the seal by the company in a original condition,",negative
"Rating: 5, Comments: Good machine for one in these days..easy to use I love this...",positive
"Rating: 5, Comments: a good product
very convenient
great accuracy",positive
"Rating: 5, Comments: REaly Awosome Product...........
take a min to  give a authentic report",positive
"Rating: 5, Comments: good one . must buy. very easy to use.but adapter wasn't gave",positive
"Rating: 5, Comments: Fast delivery was amazing. No room for any complaint.",positive
"Rating: 5, Comments: Nice product to daily users. in the open market this product is very mmuch cost.thanks to Snapdeal.",positive
"Rating: 5, Comments: I was searching for a product like blood pressure machine sine last couple of years but ultimately I find it with a good price and good review. Snapdeal sent this product very fast at my home thanks to snapdeal",positive
"Rating: 5, Comments: The first thing to say is the delivery from Snapdeal, just Awesome, Almost Next Day delivery, that too free of cost. Now, the Pressure Monitor.. Works fine, one thing, you should take 3 to 4 readings to get an estimate of your absolute pressure, because there is always a fluctuation of 4-5 units in every reading. Summing up, the shopping experience with Snapdeal is great. :D",positive
"Rating: 4, Comments: Delivery speed: Excellent
Product Quality: Good. This product does not come with bag and Power adapter.
Readings: Little variations which is how every automatic pressure monitor's are.",positive
"Rating: 5, Comments: Quality is good, fresh packing. Timely delivery,
Value for money",positive
"Rating: 4, Comments: delivered on time which is most appreciable easy to use and its show accurate reading",positive
"Rating: 5, Comments: I like this product  because  it's very easy  to  check  hypertension  or hypotension  .it's very useful  for all my family",positive
"Rating: 5, Comments: Product is good and works perfect at this price its certainly very good to buy.

Thank you SnapDeal, you got me good deal.",positive
"Rating: 5, Comments: About one year ago I purchased this product for my own use(prior to the one more, recently purchased) and found it very much useful and the results are almost accurate, and hence I repeated the same for my friend.",positive
"Rating: 4, Comments: Good Product for affordable price for instant check up and health control.",positive
"Rating: 4, Comments: Yes I am happy with your product. I will recommended to others
to purchase it.",positive
"Rating: 5, Comments: Usually there is the concern whether the machine is calibrated right. This machine is perfect in its reading. Tried it on different people with different blood pressure readings and it was accuarte each time.",positive
"Rating: 5, Comments: Nice Product. Simple to use.  You can go ahead.",positive
"Rating: 5, Comments: I was always wondering what kind of product will i get if i order through e commerce site, the product packing was nice and it was delivered with easy to use manual, it takes just 2 minutes to set up and check the result, totally satisfied with product quality.",positive
"Rating: 5, Comments: I like this product .nd I need all these products like this gud processing",positive
"Rating: 4, Comments: NICE AND USEFUL PRODUCT DELIVERED ON TIME IN PERFECT AND NEW CONDITION AT COMPETITIVE RATE. THANKYOU SNAPDEAL. KEEP IT UP. I PURCHASED MANY PRODUCTS FROM YOU ALL IN ABOVE CONDITION.",positive
"Rating: 5, Comments: i  purchase this for my  mom... working excellent ..... but not adapter u have to buy separately...
Adapter provision is available.",positive
"Rating: 5, Comments: I it the right equipment for what we expect. The perfect match we received.",positive
"Rating: 4, Comments: good buy
economic but with limited feature",negative
"Rating: 5, Comments: This is the best digital bp apprattus we can buy.omron has the most accurate reading in this segment",positive
"Rating: 3, Comments: Good device , but batter is getting drained very fast .",negative
"Rating: 4, Comments: the item works consistently....... easy to use.",positive
"Rating: 4, Comments: Overall good product for the price, reading is also almost correct (verified the reading with sphygmomanometer).",positive
"Rating: 5, Comments: better scervice  and they will help us to better health",positive
"Rating: 4, Comments: Nice product n delivery is on time. It has accuracy of around 90%.",positive
"Rating: 5, Comments: Omron Hem-7120 Blood Presure Monitor is perfect and useful utility.
Thanks all
nc swar, Kolkata, 30.08.2015",positive
"Rating: 5, Comments: i have been using this product perfectly, it has no complaints at all.  definitely pay for money",positive
"Rating: 5, Comments: Very nice produce and easy to use any vidy",positive
"Rating: 5, Comments: Product is good and can be used for preliminary checkup purpose",positive
"Rating: 5, Comments: So easily work, and anyone handle this, my mom use this machine without anybody help so thanks to snapdeal recommend for this omron hem 7120 blood pressure monitor",positive
"Rating: 5, Comments: Except memory, if you follow the exact rules what is written on the book I think it is the beast BP monitor in this price. I used it last two weeks & I got +-2/3 deference hardly.",positive
"Rating: 5, Comments: It is working fine. Quality of product is also good. It is very utilitarian product for old age people",positive
"Rating: 5, Comments: Very useful and gud blood pressure reading machine. I recmmend to purachase by all.",positive
"Rating: 5, Comments: Omron Hem-7120 Blood Presure Monitor - good",positive
"Rating: 4, Comments: I received product from bluedart courier, Product was as usuable wrapped in snapdeal bag. Product is working well, Accuracy is also good, bt d cons is it dint provided d AC charger along with, bt provided 4 AA batteries along with product. My whole family tested der Blood Pressure with product. Working Good. Company make is from Japan, and all knows that japan is good in electonics.",positive
"Rating: 4, Comments: Good product.
Easy to use. But make sure to follow instructions carefully to ensure true reading.
Monitoring BP is essential to keep track of general overall body wellness.
So go for it.",positive
"Rating: 5, Comments: Good I purchased 4 kit all kit was perfectly working I love the omron product",positive
"Rating: 5, Comments: Omron Hem-7120 Blood Presure Monitor is delivered promptly and patiently.the a/c power gurd pin is also provided . it is very useful.snap deal is VERY GOOD DEAL",positive
"Rating: 5, Comments: Like this snapdeal chief and best and quick delivery.",positive
"Rating: 4, Comments: It is a good product and value for money",positive
"Rating: 4, Comments: can be used at homes, it serves it's purpose well, build quality is ok, comes with four battery included..",positive
"Rating: 4, Comments: Does not give accurate readings but still good and easy to use.",positive
"Rating: 5, Comments: Good product with genuine readings. Upper arm electronic bp monitors are better compared to wrist ones w.r.t readings. Since this is an electric bp monitor, I also compared its readings with normal mercury bp monitor and this electronic bp monitor gives near correct values with approx +/- 5. 
Snapdeal delivered the product in good casing within 2 days. Great !!!",positive
"Rating: 5, Comments: Giving accurate measurements..........the product is jst superb.......cost less product and having more functions........dont miss it.......showing sys,dys & pulse rate......the screen size is too large.....easy to use.......",positive
"Rating: 5, Comments: works perfectly fine. Saves a lot of trouble with regard to doctors' visit",positive
"Rating: 4, Comments: Good to have for family, you do not require to visit Dr's clinic for the check-up's",positive
"Rating: 5, Comments: product received in good condt and packing. Thank you",positive
"Rating: 4, Comments: This is a very nice and useful product.  It measures blood pressure satisfactorily and  tallies with the manual measurement. I am happy enough purchasing the product. I received the product in good condition.",positive
"Rating: 4, Comments: Good for home use.Easy to measure and its fast too.",positive
"Rating: 4, Comments: Very good product. it useful to all.++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++",positive
"Rating: 3, Comments: The product received in  a card board box with the Omron box kept nicely inside without any damages. It works and shows the reading like 109/78, so not sure if it is showing accurately. It never showed closer to 120/80 when used on multiple times/users.",negative
"Rating: 4, Comments: Product us Easy to use & delivered fast. I am satisfied in every front, be it product or delivery time..",positive
"Rating: 4, Comments: Simple and easy to operate for Senior citizens.  Arm strap fixing requires some time to get adjusted to. Bright and Bigger display. Been using for past 1 week for 2 people. 

Satisfied.   Readings more or less matches that at doctor's place. Saves time and visit to diagnostic centre.",positive
"Rating: 5, Comments: Excellent Product from Omron And an excellent Service from Snapdeal.. Great going.. I loved the product its efficiency and its dependability.. 

Thanks Snapdeal for such a wonderful Product.",positive
"Rating: 5, Comments: This is a starting level but good durable device, usable for most of persons having cuff(band which wrapped around arm) size 32cm. For persons having healthier/fat back arms, they may purchase extra long 32-42cm cuff costing nearly 650-700/-.For a higher end model like 7203 and other 7200 series which features memory function, is hardly required. So go for this one.",positive
"Rating: 5, Comments: This is a very good product in this price",positive
"Rating: 3, Comments: Product doesn't give perfect reading..but can be manage by 10 or 20 points give & take..This digital product is handy but can't beat the scale reading we generally have in hospitals.",negative
"Rating: 4, Comments: Good item.Very good service from Snapdeal.",positive
"Rating: 5, Comments: Good quality and dilivery",positive
"Rating: 5, Comments: Its a gud bp measuring machine",positive
"Rating: 5, Comments: Delighted is the word i will use here. I felt a need fir tbe Bp monitor as my parents have slightly higher BP and i wanted to have it checked on a weekly basis.
The product is simple and easy to operate. All you have to do is put the arm-strap, plug the air pressure wire in the machine and hit start and after 30 sec you will have ur heart rate, and both upper and lower BP levels.. Really simple isn't it. I also maintain a small diary wherein i note down the values. Although it does contain memory which stores the last 5 values.
But a big help all in all.. Highly recommended. Go for it.",positive
"Rating: 5, Comments: It is one of the thing should be in every home
Pros:It is simple to use without anyone's assistance
Easy to carry 
Product Quality is good and easy to operate
Cons:only one size arm cuff is available with product
Display is not covered with hard glss
Overall:I am happy to being healthy with this product
Best thing it in is affordable price
I recommend this",positive
"Rating: 5, Comments: I like this product. Because Omron is my family doctor.",positive
"Rating: 4, Comments: Good but reading is not simller just again aplly",negative
"Rating: 4, Comments: It is useful, but I'm not sure the reading shows correct or not, I checked thrice continuously, three different readings I got, I took 3rd reading as accurate. But I am not sure it is correct, after two hrs checked my bp with manual apparatus, which shown less reading than this electronic monitor.",negative
"Rating: 4, Comments: Very much user friendly",positive
"Rating: 5, Comments: WORKING PERFECT USING FROM LAST YEAR",positive
"Rating: 5, Comments: Nice and easy to use I have purchased it for 2nd time first for my dad and now gifted to my bro.",positive
"Rating: 5, Comments: good product",positive
"Rating: 4, Comments: Good",positive
"Rating: 5, Comments: Suberb,mind blowing, outstanding",positive
"Rating: 4, Comments: Very good and Handy Device works well and very easy to use also",positive
"Rating: 5, Comments: Excellent Product",positive
"Rating: 5, Comments: shows almost accurate result",positive
"Rating: 5, Comments: I had used the Omron BP monitor earlier as well and have been a fan since then. I purchased this one for my father who was looking for a good BP monitor and I readily suggested Omron as it offers the most reliable readings. Even doctors vouch for it.

The best thing about omron is that unlike other brands most of the advanced features are available in the entry level omron products as well. This one offers Intellisence technology which offers accurate results by adjusting according to the usage pattern and room temperature. 

Moreover it is highly easy to use with just single button results. Just wear it and switch it on and you get the results. It gives your diastolic, systolic pressure and pulse as well as save the previous 5-6 readings.

With this BP monitor you can rest assured of accurate results and what's more it is highly affordable at Snapdeal.

Just go for it...",positive
"Rating: 5, Comments: Perfect Instrument helped to monitor BP level on day basis. While travelling also helps during journey to easy monitor the BP  fluctuations. -S.K. Singh",positive
"Rating: 5, Comments: It is perfect and i suggest in this fast and    rapid world everyone should have its,its perfect and no problem. I have brought for my aunty also..",positive
"Rating: 5, Comments: Accurate and fast.",positive
"Rating: 5, Comments: It was a useful product. My mom in law is facing an issue with BP.. shez having a high as well as low BP problem but through this machine she Is easily able to recognize. She can carry it with her wherever she goes.",positive
"Rating: 4, Comments: I have not checked/compared with Doctor's Instrument but it is more or less accurate. Dont have memory for last few readings, Should have a carrying Bag.",negative
"Rating: 5, Comments: Good.........................good.................................... ... .  .  ................................  .      . ..... .. .     .",positive
"Rating: 4, Comments: Overall a satisfactory product..",positive
"Rating: 4, Comments: Good product.",positive
"Rating: 4, Comments: Easy to use and handle. No more requirement of Physician for regular BP checkup.",positive
"Rating: 4, Comments: Good",positive
"Rating: 4, Comments: Easy to use.",positive
"Rating: 5, Comments: AFFORDABLE PRODUCT",positive
"Rating: 5, Comments: I am perfectly satisfied with this product and Snap deal services and for my future purchase also i look forward to it",positive
"Rating: 4, Comments: Good Stuff, amazing price.",positive
"Rating: 5, Comments: Good and easy to use. Almost perfect reading.",positive
"Rating: 5, Comments: Awesome product, easy to use from a very known brand in the market, it is very easy to operate and people who have very less knowledge about this machine too can learn in few hours. Also nowadays hospitals too are using this machine, so people are getting easily acquainted to the monitor.",positive
"Rating: 5, Comments: Works great.  No issues since last 3 months.",positive
"Rating: 5, Comments: This BP macine is good machine to check BP&pulse rate.",positive
"Rating: 4, Comments: Product is average  because  sometime it gives different reading so I confused.",negative
"Rating: 5, Comments: Its a good reliable product from a reputed company. The only issue was that the arm band didnt quite fit my mom-in-law as she is very obese...but for most people with average weight it is a great product",negative
"Rating: 4, Comments: Avery Good product nice to handle .easy to use and check ,very gud for sugar people",positive
"Rating: 5, Comments: best price nd good prodcut............. :)",positive
"Rating: 5, Comments: very userfriendly and easy to use",positive
"Rating: 4, Comments: Nice product. Shows accurate results matching with manual spigmo manometers. Very helpful.",positive
"Rating: 5, Comments: delievery very fast on the next day itself. Product is very good as reading seems to be accurate as compared with the manual.Recommended for buying for daily use.

vijay gupta, Delhi",positive
"Rating: 5, Comments: Please buy this",positive
"Rating: 5, Comments: A VERY RELIABLE AT A VERY COMPETETIVE RATE",positive
"Rating: 5, Comments: nice product its help in my family health monitoring",positive
"Rating: 4, Comments: Overall a good product. The reading is mostly accurate (not always) but I guess it gives accurate reading if the hand is held straight and in proper position. I was neither impressed nor dissapointed.",neutral
"Rating: 5, Comments: I got this for my Dad as he was having some issues with pressure and as he is from a village it was difficult to get it checked always. He was able to learn to use it within one day and now he is able to keep a tab on his pressure. The Display is pretty large for old people and they are all able to read it very clearly. The memory function is a bit complex but overall a great product if someone in your family need to check BP frequently. Recommended for parents and very easy to carry and store also.",positive
"Rating: 5, Comments: It works very well and shows correct reading. The only thing it apply bit more preseeure and it pain some time",negative
"Rating: 5, Comments: best product, very easy to use",positive
"Rating: 4, Comments: Product is good. I am using this for my mom since last six month. Only flip side is battery consumption is high.",negative
"Rating: 4, Comments: When ever you purchase the B P Monitor device see the Cuff size, whether your requirement is suitable with the Cuff available with the device.",negative
"Rating: 5, Comments: Its a very good product and also SD is cheaper than other sites.",positive
"Rating: 5, Comments: I got this deal at very reasonable price on snapdeal. The package is awesome and quality of mater comes with brand and its value. lovely gift article.",positive
"Rating: 5, Comments: Nic ..Awsome",positive
"Rating: 5, Comments: I am very satisfied with the product quality and snap deal service.. I will use snap deal for all my future orders. Already ordered few more products from snap deal. 
100% satisfied with snap deal services.",positive
"Rating: 3, Comments: Working fine.. But I am not sure about the accuracy. Sometimes two consecutive readings have significant differences.",negative
"Rating: 4, Comments: EASY TO MEASURE",positive
"Rating: 5, Comments: This is my first product in health care I bought and I am very impressed by the product ..best thing I liked is the accuracy which it shows ..I tried again by checking the product its quiet accurate ..best value for my money ..and omron is a very good brand ..I reccomend all to buy the product for parents and for older people .cheers",positive
"Rating: 5, Comments: Perfect",positive
"Rating: 5, Comments: Got the product with a very reasonable price and delivered it perfectly.",positive
"Rating: 4, Comments: Expected Results.",positive
"Rating: 4, Comments: good product",positive
"Rating: 5, Comments: If any one have BP related issues I personally recommend this product. 
Very good products in very low price.",positive
"Rating: 5, Comments: This is the first time i purchased this product and it is remarkable and extroordinary.
The readings are accurate. Loved the features it has like automatic operation and Irregular heartbeat detection.",positive
"Rating: 3, Comments: Nice For The Cost!",positive
"Rating: 5, Comments: very very useful",positive
"Rating: 5, Comments: Good at all way",positive
"Rating: 4, Comments: THE PRODUCT IS VERY GOOD.  THE ACCURACY IS UPTO THE MARK.  IT WAS A GOOD DECISION TO BUY THE PRODUCT THROUGH SNAPDEAL.  LOOKING FORWARD TO MORE SHOPPING ON SNAPDEAL",positive
"Rating: 4, Comments: This product is good, nice quality, fast response.
The results are fast and very easy to use, and easy to carry.
Gives quick reading and almost accurate results, runs with 4 battery.",positive
"Rating: 5, Comments: Having Bp monitor quit easy to check when ever need the omron is the best when it comes to results it's quit close to accurate rate.",positive
"Rating: 5, Comments: by far this is the best blood pressure monitor that i have used...
Gives the most accurate result than any other..
pros:
Simple design
Can run on battery as well as DC  adapter...
and gets the job done most accurately .... What else anybody want....!!
cons:
Dc adapter is not included in the box
other than this there is no cons actually...",positive
"Rating: 5, Comments: good",positive
"Rating: 5, Comments: Ultimate Blood pressure monitor at a very much affordable price from Omron. I bought it for my personal use, and found it very much useful and price-worthy product. It's single button handling is quite impressive. Also the readings are accurate to the conventional mercury machine.",positive
"Rating: 5, Comments: Easy to use. Very handy. And quick response..!",positive
"Rating: 4, Comments: Good and valuable product ...",positive
"Rating: 4, Comments: I actually have two of those in my household. Both of them are running fantastically and are in a good condition.",positive
"Rating: 5, Comments: I got Omron Hem-7120 by snapdeal, its results very accurate same as Manual BP monitor.... I Like it and recommend to all.. Thanks Snapdeal.",positive
"Rating: 4, Comments: well i purchased omeron digital bp moniter from snapdeal. which was delivered to me in 3 days . procuct was so nice and easy to use but it shows bp 10 mm less than conventional mercury bp instrument.",negative
"Rating: 4, Comments: Great",positive
"Rating: 3, Comments: its easy to use and gives fairly accurate results..",positive
"Rating: 5, Comments: its very easy to use",positive
"Rating: 4, Comments: i purchased this.nice product also esay to use",positive
"Rating: 5, Comments: WORKING GOOD",positive
"Rating: 5, Comments: This is my second purchase. I gifted this to one of my relatives. I am using it since long for my mother every alternate day. Battery last long. It was recommended by very much experienced MD physician. It is very easy to use. Accuracy is great. If you need, just go for it with close eyes.",positive
"Rating: 3, Comments: The readings are not accurate as compared to manual BP measuring instrument",negative
"Rating: 4, Comments: Good for home use. Worth value of money. Snapdeal is the best.",positive
"Rating: 5, Comments: It is a good product. Easy to handle.",positive
"Rating: 5, Comments: Awesome product at this price, it given accurate reading just same as manual BP app, when I have done a comparison.",positive
"Rating: 4, Comments: Don't think a second thought, just go for it and buy now, while using this product pls read manual otherwise you will get wrong results",positive
"Rating: 5, Comments: The product is very good. it's helping us to keep a close watch on bp , according to that we take actions.it's a good buy.",positive
"Rating: 5, Comments: I search and compare most of Blood presure monitor but i found this is a good one , Low price with all feature , Go for it Blindly.",positive
"Rating: 4, Comments: Got this BP machine for my dad and its been 2 weeks. I cannot guarantee for its accuracy, as i havent cross checked the readings in any lab/clinic. But the subsequent readings dont fluctuate with more than +-3. Seems ok. Its easy to use. So as of now am happy in gifting this product.",positive
"Rating: 5, Comments: The best BP checker in very reasonable price with lots of great features.",positive
"Rating: 4, Comments: this is very helpful and reliable in any case.",positive
"Rating: 5, Comments: The product was of genuine quality and the best part was really sick delivery. The product was delivered within 24 hours, I'm quite impressed",positive
"Rating: 4, Comments: Only drawback need to replace batteries. This doesn't come with rechargeable battery.",negative
"Rating: 5, Comments: Bought it for my father, It works well.
Results are accurate.
Good product in this price range.",positive
"Rating: 5, Comments: Works as described, no issues so far. Comes with 4 batteries included.",positive
"Rating: 4, Comments: comparting to retail medikit shop rate it is quite cheaper and easy procedure to buy the product with confidence",positive
"Rating: 5, Comments: I purchased this fot my relative whose BP has started fluctuating very much suddenly.it was important for me to get it as early as possible.it was delivered a dayahead of assured date.assured date itself very short.
Equipment delivered was accurate and dependable",positive
"Rating: 4, Comments: easy to operate and handling home use product",positive
"Rating: 5, Comments: I ORDERED AND GOT IN 4 DAYS EVEN IN I M LIVING IN REMOTE AREA,I REALLY SURPRISED ,THANKS FOR SNAPDEAL SUCH A FAST DELIVERED,FIRST I LITTLE SCARED WHEATHER I LL GET ORIGINAL PRODUCT OR NOT BCOZ I GOT IN VERY LESS PRICE COMPARED ALL ONLINE SITES,WHEN I OPENED AND SEE NOTHING TO WORRY ITS 100% ORIGINAL. ONCE AGAIN THANKS FOR SNAPDEAL..MY SUGGESTION IF U WANT BUY ANTHING ONLINE CLOSE UR EYES JUST BUY FROM SNAPDEAL",positive
"Rating: 5, Comments: Best product",positive
"Rating: 4, Comments: The stuff is good and worth for money",positive
"Rating: 5, Comments: Product is very useful and it is working fine.",positive
"Rating: 5, Comments: BP monitor is very compact light weight & very easy to use",positive
"Rating: 4, Comments: Worth it!!Value for money,can easily be recommended with confidence!!",positive
"Rating: 5, Comments: Happy",positive
"Rating: 5, Comments: verygood product before this i owned citizen brand but i am verymuch satisfied compared to citizen the results are also matching with my doctors readings and the snapdeal deal is verymuch attractive and fast delivery with good packing",positive
"Rating: 5, Comments: Easy and fun as you use.",positive
"Rating: 4, Comments: Good product. Delivered on time",positive
"Rating: 3, Comments: Average product, measurement a little bit down from actual pressure of a man",negative
"Rating: 4, Comments: nice quality..good product",positive
"Rating: 4, Comments: Easy to use, Quick & correct reading, aesthetically good look",positive
"Rating: 5, Comments: Nice product made by omron . I have also rechecked it with a manual one and the readings were accurate.Also from the pricing point it is nice.All in all a good product",positive
"Rating: 4, Comments: Very compact and accurate product, timely delivered at a very affordable price",positive
"Rating: 5, Comments: Super product.......",positive
"Rating: 4, Comments: It is very much helpful for me and my family , if it's adopter is also included than it was bestest .",positive
"Rating: 4, Comments: Good One",positive
"Rating: 5, Comments: A Fantastic Product.",positive
"Rating: 5, Comments: nice product.. usefull for bloodpresure patient",positive
"Rating: 5, Comments: good work  and quality",positive
"Rating: 5, Comments: Highly valuable for home purpose.",positive
